window_start,window_end,window_index,Open_day1,Open_day2,Open_day3,Open_day4,Open_day5,Open_day6,Open_day7,High_day1,High_day2,High_day3,High_day4,High_day5,High_day6,High_day7,Low_day1,Low_day2,Low_day3,Low_day4,Low_day5,Low_day6,Low_day7,Close_day1,Close_day2,Close_day3,Close_day4,Close_day5,Close_day6,Close_day7,Volume_day1,Volume_day2,Volume_day3,Volume_day4,Volume_day5,Volume_day6,Volume_day7,Number_of_Trades_day1,Number_of_Trades_day2,Number_of_Trades_day3,Number_of_Trades_day4,Number_of_Trades_day5,Number_of_Trades_day6,Number_of_Trades_day7,Return_%_day1,Return_%_day2,Return_%_day3,Return_%_day4,Return_%_day5,Return_%_day6,Return_%_day7,Volatility_day1,Volatility_day2,Volatility_day3,Volatility_day4,Volatility_day5,Volatility_day6,Volatility_day7,Taker_Buy_Base_Volume_day1,Taker_Buy_Base_Volume_day2,Taker_Buy_Base_Volume_day3,Taker_Buy_Base_Volume_day4,Taker_Buy_Base_Volume_day5,Taker_Buy_Base_Volume_day6,Taker_Buy_Base_Volume_day7
2018-09-19,2018-09-25,1463,6371.850098,6398.850098,6513.870117,6735.049805,6715.319824,6704.77002,6603.640137,6448.459961,6529.259766,6794.330078,6814.560059,6766.149902,6713.560059,6603.640137,6208.339844,6395.950195,6496.359863,6616.799805,6679.419922,6580.899902,6381.859863,6398.540039,6519.669922,6734.950195,6721.97998,6710.629883,6595.410156,6446.470215,4431340000,4348110000,6531940000,4509660000,4197500000,4177310000,4726180000,,,,,,,,0.427546,1.893086,3.302012,-0.192581,-0.168851,-1.716973,-2.258236,3.768452,2.083336,4.574396,2.936285,1.291524,1.978594,3.358455,,,,,,,
2018-09-20,2018-09-26,1464,6398.850098,6513.870117,6735.049805,6715.319824,6704.77002,6603.640137,6452.790039,6529.259766,6794.330078,6814.560059,6766.149902,6713.560059,6603.640137,6585.910156,6395.950195,6496.359863,6616.799805,6679.419922,6580.899902,6381.859863,6397.890137,6519.669922,6734.950195,6721.97998,6710.629883,6595.410156,6446.470215,6495.0,4348110000,6531940000,4509660000,4197500000,4177310000,4726180000,4437300000,,,,,,,,1.893086,3.302012,-0.192581,-0.168851,-1.716973,-2.258236,0.752812,2.083336,4.574396,2.936285,1.291524,1.978594,3.358455,2.913779,,,,,,,
2018-09-21,2018-09-27,1465,6513.870117,6735.049805,6715.319824,6704.77002,6603.640137,6452.790039,6495.290039,6794.330078,6814.560059,6766.149902,6713.560059,6603.640137,6585.910156,6712.100098,6496.359863,6616.799805,6679.419922,6580.899902,6381.859863,6397.890137,6464.950195,6734.950195,6721.97998,6710.629883,6595.410156,6446.470215,6495.0,6676.75,6531940000,4509660000,4197500000,4177310000,4726180000,4437300000,4606810000,,,,,,,,3.302012,-0.192581,-0.168851,-1.716973,-2.258236,0.752812,2.798306,4.574396,2.936285,1.291524,1.978594,3.358455,2.913779,3.805063,,,,,,,
2018-09-22,2018-09-28,1466,6735.049805,6715.319824,6704.77002,6603.640137,6452.790039,6495.290039,6678.75,6814.560059,6766.149902,6713.560059,6603.640137,6585.910156,6712.100098,6785.029785,6616.799805,6679.419922,6580.899902,6381.859863,6397.890137,6464.950195,6598.319824,6721.97998,6710.629883,6595.410156,6446.470215,6495.0,6676.75,6644.129883,4509660000,4197500000,4177310000,4726180000,4437300000,4606810000,5014430000,,,,,,,,-0.192581,-0.168851,-1.716973,-2.258236,0.752812,2.798306,-0.488563,2.936285,1.291524,1.978594,3.358455,2.913779,3.805063,2.795582,,,,,,,
2018-09-23,2018-09-29,1467,6715.319824,6704.77002,6603.640137,6452.790039,6495.290039,6678.75,6643.100098,6766.149902,6713.560059,6603.640137,6585.910156,6712.100098,6785.029785,6643.100098,6679.419922,6580.899902,6381.859863,6397.890137,6464.950195,6598.319824,6511.649902,6710.629883,6595.410156,6446.470215,6495.0,6676.75,6644.129883,6601.959961,4197500000,4177310000,4726180000,4437300000,4606810000,5014430000,4363690000,,,,,,,,-0.168851,-1.716973,-2.258236,0.752812,2.798306,-0.488563,-0.634694,1.291524,1.978594,3.358455,2.913779,3.805063,2.795582,1.978748,,,,,,,
2018-09-24,2018-09-30,1468,6704.77002,6603.640137,6452.790039,6495.290039,6678.75,6643.100098,6604.709961,6713.560059,6603.640137,6585.910156,6712.100098,6785.029785,6643.100098,6643.779785,6580.899902,6381.859863,6397.890137,6464.950195,6598.319824,6511.649902,6566.540039,6595.410156,6446.470215,6495.0,6676.75,6644.129883,6601.959961,6625.560059,4177310000,4726180000,4437300000,4606810000,5014430000,4363690000,4002280000,,,,,,,,-1.716973,-2.258236,0.752812,2.798306,-0.488563,-0.634694,0.357471,1.978594,3.358455,2.913779,3.805063,2.795582,1.978748,1.169465,,,,,,,
2018-09-25,2018-10-01,1469,6603.640137,6452.790039,6495.290039,6678.75,6643.100098,6604.709961,6619.850098,6603.640137,6585.910156,6712.100098,6785.029785,6643.100098,6643.779785,6653.299805,6381.859863,6397.890137,6464.950195,6598.319824,6511.649902,6566.540039,6549.080078,6446.470215,6495.0,6676.75,6644.129883,6601.959961,6625.560059,6589.620117,4726180000,4437300000,4606810000,5014430000,4363690000,4002280000,4000970000,,,,,,,,-2.258236,0.752812,2.798306,-0.488563,-0.634694,0.357471,-0.542444,3.358455,2.913779,3.805063,2.795582,1.978748,1.169465,1.574352,,,,,,,
2018-09-26,2018-10-02,1470,6452.790039,6495.290039,6678.75,6643.100098,6604.709961,6619.850098,6593.240234,6585.910156,6712.100098,6785.029785,6643.100098,6643.779785,6653.299805,6611.839844,6397.890137,6464.950195,6598.319824,6511.649902,6566.540039,6549.080078,6537.899902,6495.0,6676.75,6644.129883,6601.959961,6625.560059,6589.620117,6556.100098,4437300000,4606810000,5014430000,4363690000,4002280000,4000970000,3979260000,,,,,,,,0.752812,2.798306,-0.488563,-0.634694,0.357471,-0.542444,-0.508679,2.913779,3.805063,2.795582,1.978748,1.169465,1.574352,1.121451,,,,,,,
2018-09-27,2018-10-03,1471,6495.290039,6678.75,6643.100098,6604.709961,6619.850098,6593.240234,6553.859863,6712.100098,6785.029785,6643.100098,6643.779785,6653.299805,6611.839844,6571.459961,6464.950195,6598.319824,6511.649902,6566.540039,6549.080078,6537.899902,6454.029785,6676.75,6644.129883,6601.959961,6625.560059,6589.620117,6556.100098,6502.589844,4606810000,5014430000,4363690000,4002280000,4000970000,3979260000,3887310000,,,,,,,,2.798306,-0.488563,-0.634694,0.357471,-0.542444,-0.508679,-0.81619,3.805063,2.795582,1.978748,1.169465,1.574352,1.121451,1.791771,,,,,,,
2018-09-28,2018-10-04,1472,6678.75,6643.100098,6604.709961,6619.850098,6593.240234,6553.859863,6497.910156,6785.029785,6643.100098,6643.779785,6653.299805,6611.839844,6571.459961,6603.310059,6598.319824,6511.649902,6566.540039,6549.080078,6537.899902,6454.029785,6497.910156,6644.129883,6601.959961,6625.560059,6589.620117,6556.100098,6502.589844,6576.689941,5014430000,4363690000,4002280000,4000970000,3979260000,3887310000,3838410000,,,,,,,,-0.488563,-0.634694,0.357471,-0.542444,-0.508679,-0.81619,1.139547,2.795582,1.978748,1.169465,1.574352,1.121451,1.791771,1.622058,,,,,,,
2018-09-29,2018-10-05,1473,6643.100098,6604.709961,6619.850098,6593.240234,6553.859863,6497.910156,6574.149902,6643.100098,6643.779785,6653.299805,6611.839844,6571.459961,6603.310059,6623.620117,6511.649902,6566.540039,6549.080078,6537.899902,6454.029785,6497.910156,6557.410156,6601.959961,6625.560059,6589.620117,6556.100098,6502.589844,6576.689941,6622.47998,4363690000,4002280000,4000970000,3979260000,3887310000,3838410000,3671500000,,,,,,,,-0.634694,0.357471,-0.542444,-0.508679,-0.81619,1.139547,0.696247,1.978748,1.169465,1.574352,1.121451,1.791771,1.622058,1.007126,,,,,,,
2018-09-30,2018-10-06,1474,6604.709961,6619.850098,6593.240234,6553.859863,6497.910156,6574.149902,6622.450195,6643.779785,6653.299805,6611.839844,6571.459961,6603.310059,6623.620117,6628.540039,6566.540039,6549.080078,6537.899902,6454.029785,6497.910156,6557.410156,6577.799805,6625.560059,6589.620117,6556.100098,6502.589844,6576.689941,6622.47998,6588.310059,4002280000,4000970000,3979260000,3887310000,3838410000,3671500000,3259740000,,,,,,,,0.357471,-0.542444,-0.508679,-0.81619,1.139547,0.696247,-0.515969,1.169465,1.574352,1.121451,1.791771,1.622058,1.007126,0.766185,,,,,,,
2018-10-01,2018-10-07,1475,6619.850098,6593.240234,6553.859863,6497.910156,6574.149902,6622.450195,6590.680176,6653.299805,6611.839844,6571.459961,6603.310059,6623.620117,6628.540039,6641.490234,6549.080078,6537.899902,6454.029785,6497.910156,6557.410156,6577.799805,6557.040039,6589.620117,6556.100098,6502.589844,6576.689941,6622.47998,6588.310059,6602.950195,4000970000,3979260000,3887310000,3838410000,3671500000,3259740000,3306630000,,,,,,,,-0.542444,-0.508679,-0.81619,1.139547,0.696247,-0.515969,0.222214,1.574352,1.121451,1.791771,1.622058,1.007126,0.766185,1.281358,,,,,,,
2018-10-02,2018-10-08,1476,6593.240234,6553.859863,6497.910156,6574.149902,6622.450195,6590.680176,6600.189941,6611.839844,6571.459961,6603.310059,6623.620117,6628.540039,6641.490234,6675.060059,6537.899902,6454.029785,6497.910156,6557.410156,6577.799805,6557.040039,6576.040039,6556.100098,6502.589844,6576.689941,6622.47998,6588.310059,6602.950195,6652.22998,3979260000,3887310000,3838410000,3671500000,3259740000,3306630000,3979460000,,,,,,,,-0.508679,-0.81619,1.139547,0.696247,-0.515969,0.222214,0.74633,1.121451,1.791771,1.622058,1.007126,0.766185,1.281358,1.50026,,,,,,,
2018-10-03,2018-10-09,1477,6553.859863,6497.910156,6574.149902,6622.450195,6590.680176,6600.189941,6653.080078,6571.459961,6603.310059,6623.620117,6628.540039,6641.490234,6675.060059,6661.410156,6454.029785,6497.910156,6557.410156,6577.799805,6557.040039,6576.040039,6606.939941,6502.589844,6576.689941,6622.47998,6588.310059,6602.950195,6652.22998,6642.640137,3887310000,3838410000,3671500000,3259740000,3306630000,3979460000,3580810000,,,,,,,,-0.81619,1.139547,0.696247,-0.515969,0.222214,0.74633,-0.14416,1.791771,1.622058,1.007126,0.766185,1.281358,1.50026,0.818722,,,,,,,
2018-10-04,2018-10-10,1478,6497.910156,6574.149902,6622.450195,6590.680176,6600.189941,6653.080078,6640.290039,6603.310059,6623.620117,6628.540039,6641.490234,6675.060059,6661.410156,6640.290039,6497.910156,6557.410156,6577.799805,6557.040039,6576.040039,6606.939941,6538.959961,6576.689941,6622.47998,6588.310059,6602.950195,6652.22998,6642.640137,6585.529785,3838410000,3671500000,3259740000,3306630000,3979460000,3580810000,3787650000,,,,,,,,1.139547,0.696247,-0.515969,0.222214,0.74633,-0.14416,-0.859754,1.622058,1.007126,0.766185,1.281358,1.50026,0.818722,1.525989,,,,,,,
2018-10-05,2018-10-11,1479,6574.149902,6622.450195,6590.680176,6600.189941,6653.080078,6640.290039,6586.740234,6623.620117,6628.540039,6641.490234,6675.060059,6661.410156,6640.290039,6586.740234,6557.410156,6577.799805,6557.040039,6576.040039,6606.939941,6538.959961,6243.740234,6622.47998,6588.310059,6602.950195,6652.22998,6642.640137,6585.529785,6256.240234,3671500000,3259740000,3306630000,3979460000,3580810000,3787650000,5181640000,,,,,,,,0.696247,-0.515969,0.222214,0.74633,-0.14416,-0.859754,-5.000198,1.007126,0.766185,1.281358,1.50026,0.818722,1.525989,5.207432,,,,,,,
2018-10-06,2018-10-12,1480,6622.450195,6590.680176,6600.189941,6653.080078,6640.290039,6586.740234,6239.25,6628.540039,6641.490234,6675.060059,6661.410156,6640.290039,6586.740234,6328.5,6577.799805,6557.040039,6576.040039,6606.939941,6538.959961,6243.740234,6236.470215,6588.310059,6602.950195,6652.22998,6642.640137,6585.529785,6256.240234,6274.580078,3259740000,3306630000,3979460000,3580810000,3787650000,5181640000,3783500000,,,,,,,,-0.515969,0.222214,0.74633,-0.14416,-0.859754,-5.000198,0.293145,0.766185,1.281358,1.50026,0.818722,1.525989,5.207432,1.475014,,,,,,,
2018-10-07,2018-10-13,1481,6590.680176,6600.189941,6653.080078,6640.290039,6586.740234,6239.25,6278.080078,6641.490234,6675.060059,6661.410156,6640.290039,6586.740234,6328.5,6308.509766,6557.040039,6576.040039,6606.939941,6538.959961,6243.740234,6236.470215,6259.810059,6602.950195,6652.22998,6642.640137,6585.529785,6256.240234,6274.580078,6285.990234,3306630000,3979460000,3580810000,3787650000,5181640000,3783500000,3064030000,,,,,,,,0.222214,0.74633,-0.14416,-0.859754,-5.000198,0.293145,0.181847,1.281358,1.50026,0.818722,1.525989,5.207432,1.475014,0.77571,,,,,,,
2018-10-08,2018-10-14,1482,6600.189941,6653.080078,6640.290039,6586.740234,6239.25,6278.080078,6288.490234,6675.060059,6661.410156,6640.290039,6586.740234,6328.5,6308.509766,6363.209961,6576.040039,6606.939941,6538.959961,6243.740234,6236.470215,6259.810059,6280.149902,6652.22998,6642.640137,6585.529785,6256.240234,6274.580078,6285.990234,6290.930176,3979460000,3580810000,3787650000,5181640000,3783500000,3064030000,3085320000,,,,,,,,0.74633,-0.14416,-0.859754,-5.000198,0.293145,0.181847,0.078587,1.50026,0.818722,1.525989,5.207432,1.475014,0.77571,1.320827,,,,,,,
2018-10-09,2018-10-15,1483,6653.080078,6640.290039,6586.740234,6239.25,6278.080078,6288.490234,6292.640137,6661.410156,6640.290039,6586.740234,6328.5,6308.509766,6363.209961,6965.060059,6606.939941,6538.959961,6243.740234,6236.470215,6259.810059,6280.149902,6258.680176,6642.640137,6585.529785,6256.240234,6274.580078,6285.990234,6290.930176,6596.540039,3580810000,3787650000,5181640000,3783500000,3064030000,3085320000,7370770000,,,,,,,,-0.14416,-0.859754,-5.000198,0.293145,0.181847,0.078587,4.857944,0.818722,1.525989,5.207432,1.475014,0.77571,1.320827,11.225493,,,,,,,
2018-10-10,2018-10-16,1484,6640.290039,6586.740234,6239.25,6278.080078,6288.490234,6292.640137,6601.410156,6640.290039,6586.740234,6328.5,6308.509766,6363.209961,6965.060059,6673.589844,6538.959961,6243.740234,6236.470215,6259.810059,6280.149902,6258.680176,6571.370117,6585.529785,6256.240234,6274.580078,6285.990234,6290.930176,6596.540039,6596.109863,3787650000,5181640000,3783500000,3064030000,3085320000,7370770000,4074800000,,,,,,,,-0.859754,-5.000198,0.293145,0.181847,0.078587,4.857944,-0.006521,1.525989,5.207432,1.475014,0.77571,1.320827,11.225493,1.548453,,,,,,,
2018-10-11,2018-10-17,1485,6586.740234,6239.25,6278.080078,6288.490234,6292.640137,6601.410156,6590.52002,6586.740234,6328.5,6308.509766,6363.209961,6965.060059,6673.589844,6601.209961,6243.740234,6236.470215,6259.810059,6280.149902,6258.680176,6571.370117,6517.450195,6256.240234,6274.580078,6285.990234,6290.930176,6596.540039,6596.109863,6544.430176,5181640000,3783500000,3064030000,3085320000,7370770000,4074800000,4088420000,,,,,,,,-5.000198,0.293145,0.181847,0.078587,4.857944,-0.006521,-0.783487,5.207432,1.475014,0.77571,1.320827,11.225493,1.548453,1.270913,,,,,,,
2018-10-12,2018-10-18,1486,6239.25,6278.080078,6288.490234,6292.640137,6601.410156,6590.52002,6542.330078,6328.5,6308.509766,6363.209961,6965.060059,6673.589844,6601.209961,6567.540039,6236.470215,6259.810059,6280.149902,6258.680176,6571.370117,6517.450195,6450.040039,6274.580078,6285.990234,6290.930176,6596.540039,6596.109863,6544.430176,6476.709961,3783500000,3064030000,3085320000,7370770000,4074800000,4088420000,3924080000,,,,,,,,0.293145,0.181847,0.078587,4.857944,-0.006521,-0.783487,-1.034776,1.475014,0.77571,1.320827,11.225493,1.548453,1.270913,1.795996,,,,,,,
2018-10-13,2018-10-19,1487,6278.080078,6288.490234,6292.640137,6601.410156,6590.52002,6542.330078,6478.069824,6308.509766,6363.209961,6965.060059,6673.589844,6601.209961,6567.540039,6493.680176,6259.810059,6280.149902,6258.680176,6571.370117,6517.450195,6450.040039,6445.310059,6285.990234,6290.930176,6596.540039,6596.109863,6544.430176,6476.709961,6465.410156,3064030000,3085320000,7370770000,4074800000,4088420000,3924080000,3578870000,,,,,,,,0.181847,0.078587,4.857944,-0.006521,-0.783487,-1.034776,-0.174468,0.77571,1.320827,11.225493,1.548453,1.270913,1.795996,0.746675,,,,,,,
2018-10-14,2018-10-20,1488,6288.490234,6292.640137,6601.410156,6590.52002,6542.330078,6478.069824,6460.919922,6363.209961,6965.060059,6673.589844,6601.209961,6567.540039,6493.680176,6497.720215,6280.149902,6258.680176,6571.370117,6517.450195,6450.040039,6445.310059,6449.0,6290.930176,6596.540039,6596.109863,6544.430176,6476.709961,6465.410156,6489.189941,3085320000,7370770000,4074800000,4088420000,3924080000,3578870000,3379130000,,,,,,,,0.078587,4.857944,-0.006521,-0.783487,-1.034776,-0.174468,0.3678,1.320827,11.225493,1.548453,1.270913,1.795996,0.746675,0.754076,,,,,,,
2018-10-15,2018-10-21,1489,6292.640137,6601.410156,6590.52002,6542.330078,6478.069824,6460.919922,6490.089844,6965.060059,6673.589844,6601.209961,6567.540039,6493.680176,6497.720215,6556.379883,6258.680176,6571.370117,6517.450195,6450.040039,6445.310059,6449.0,6476.0,6596.540039,6596.109863,6544.430176,6476.709961,6465.410156,6489.189941,6482.350098,7370770000,4074800000,4088420000,3924080000,3578870000,3379130000,3253610000,,,,,,,,4.857944,-0.006521,-0.783487,-1.034776,-0.174468,0.3678,-0.105404,11.225493,1.548453,1.270913,1.795996,0.746675,0.754076,1.238502,,,,,,,
2018-10-16,2018-10-22,1490,6601.410156,6590.52002,6542.330078,6478.069824,6460.919922,6490.089844,6486.049805,6673.589844,6601.209961,6567.540039,6493.680176,6497.720215,6556.379883,6543.799805,6571.370117,6517.450195,6450.040039,6445.310059,6449.0,6476.0,6462.97998,6596.109863,6544.430176,6476.709961,6465.410156,6489.189941,6482.350098,6487.160156,4074800000,4088420000,3924080000,3578870000,3379130000,3253610000,3672860000,,,,,,,,-0.006521,-0.783487,-1.034776,-0.174468,0.3678,-0.105404,0.074202,1.548453,1.270913,1.795996,0.746675,0.754076,1.238502,1.246056,,,,,,,
2018-10-17,2018-10-23,1491,6590.52002,6542.330078,6478.069824,6460.919922,6490.089844,6486.049805,6472.359863,6601.209961,6567.540039,6493.680176,6497.720215,6556.379883,6543.799805,6506.009766,6517.450195,6450.040039,6445.310059,6449.0,6476.0,6462.97998,6451.27002,6544.430176,6476.709961,6465.410156,6489.189941,6482.350098,6487.160156,6475.740234,4088420000,3924080000,3578870000,3379130000,3253610000,3672860000,3716150000,,,,,,,,-0.783487,-1.034776,-0.174468,0.3678,-0.105404,0.074202,-0.176039,1.270913,1.795996,0.746675,0.754076,1.238502,1.246056,0.845746,,,,,,,
2018-10-18,2018-10-24,1492,6542.330078,6478.069824,6460.919922,6490.089844,6486.049805,6472.359863,6478.890137,6567.540039,6493.680176,6497.720215,6556.379883,6543.799805,6506.009766,6521.990234,6450.040039,6445.310059,6449.0,6476.0,6462.97998,6451.27002,6468.859863,6476.709961,6465.410156,6489.189941,6482.350098,6487.160156,6475.740234,6495.839844,3924080000,3578870000,3379130000,3253610000,3672860000,3716150000,3424670000,,,,,,,,-1.034776,-0.174468,0.3678,-0.105404,0.074202,-0.176039,0.310383,1.795996,0.746675,0.754076,1.238502,1.246056,0.845746,0.820054,,,,,,,
2018-10-19,2018-10-25,1493,6478.069824,6460.919922,6490.089844,6486.049805,6472.359863,6478.890137,6484.649902,6493.680176,6497.720215,6556.379883,6543.799805,6506.009766,6521.990234,6504.649902,6445.310059,6449.0,6476.0,6462.97998,6451.27002,6468.859863,6447.029785,6465.410156,6489.189941,6482.350098,6487.160156,6475.740234,6495.839844,6476.290039,3578870000,3379130000,3253610000,3672860000,3716150000,3424670000,3230550000,,,,,,,,-0.174468,0.3678,-0.105404,0.074202,-0.176039,0.310383,-0.300959,0.746675,0.754076,1.238502,1.246056,0.845746,0.820054,0.888562,,,,,,,
2018-10-20,2018-10-26,1494,6460.919922,6490.089844,6486.049805,6472.359863,6478.890137,6484.649902,6468.439941,6497.720215,6556.379883,6543.799805,6506.009766,6521.990234,6504.649902,6498.290039,6449.0,6476.0,6462.97998,6451.27002,6468.859863,6447.029785,6449.609863,6489.189941,6482.350098,6487.160156,6475.740234,6495.839844,6476.290039,6474.75,3379130000,3253610000,3672860000,3716150000,3424670000,3230550000,3306050000,,,,,,,,0.3678,-0.105404,0.074202,-0.176039,0.310383,-0.300959,-0.02378,0.754076,1.238502,1.246056,0.845746,0.820054,0.888562,0.75258,,,,,,,
2018-10-21,2018-10-27,1495,6490.089844,6486.049805,6472.359863,6478.890137,6484.649902,6468.439941,6480.839844,6556.379883,6543.799805,6506.009766,6521.990234,6504.649902,6498.290039,6507.410156,6476.0,6462.97998,6451.27002,6468.859863,6447.029785,6449.609863,6453.529785,6482.350098,6487.160156,6475.740234,6495.839844,6476.290039,6474.75,6480.379883,3253610000,3672860000,3716150000,3424670000,3230550000,3306050000,3393250000,,,,,,,,-0.105404,0.074202,-0.176039,0.310383,-0.300959,-0.02378,0.086951,1.238502,1.246056,0.845746,0.820054,0.888562,0.75258,0.831379,,,,,,,
2018-10-22,2018-10-28,1496,6486.049805,6472.359863,6478.890137,6484.649902,6468.439941,6480.839844,6482.660156,6543.799805,6506.009766,6521.990234,6504.649902,6498.290039,6507.410156,6502.279785,6462.97998,6451.27002,6468.859863,6447.029785,6449.609863,6453.529785,6447.910156,6487.160156,6475.740234,6495.839844,6476.290039,6474.75,6480.379883,6486.390137,3672860000,3716150000,3424670000,3230550000,3306050000,3393250000,3445190000,,,,,,,,0.074202,-0.176039,0.310383,-0.300959,-0.02378,0.086951,0.092745,1.246056,0.845746,0.820054,0.888562,0.75258,0.831379,0.838693,,,,,,,
2018-10-23,2018-10-29,1497,6472.359863,6478.890137,6484.649902,6468.439941,6480.839844,6482.660156,6492.350098,6506.009766,6521.990234,6504.649902,6498.290039,6507.410156,6502.279785,6503.600098,6451.27002,6468.859863,6447.029785,6449.609863,6453.529785,6447.910156,6306.990234,6475.740234,6495.839844,6476.290039,6474.75,6480.379883,6486.390137,6332.629883,3716150000,3424670000,3230550000,3306050000,3393250000,3445190000,4199910000,,,,,,,,-0.176039,0.310383,-0.300959,-0.02378,0.086951,0.092745,-2.370506,0.845746,0.820054,0.888562,0.75258,0.831379,0.838693,3.028331,,,,,,,
2018-10-24,2018-10-30,1498,6478.890137,6484.649902,6468.439941,6480.839844,6482.660156,6492.350098,6337.040039,6521.990234,6504.649902,6498.290039,6507.410156,6502.279785,6503.600098,6364.990234,6468.859863,6447.029785,6449.609863,6453.529785,6447.910156,6306.990234,6310.140137,6495.839844,6476.290039,6474.75,6480.379883,6486.390137,6332.629883,6334.27002,3424670000,3230550000,3306050000,3393250000,3445190000,4199910000,3781100000,,,,,,,,0.310383,-0.300959,-0.02378,0.086951,0.092745,-2.370506,0.0259,0.820054,0.888562,0.75258,0.831379,0.838693,3.028331,0.865548,,,,,,,
2018-10-25,2018-10-31,1499,6484.649902,6468.439941,6480.839844,6482.660156,6492.350098,6337.040039,6336.990234,6504.649902,6498.290039,6507.410156,6502.279785,6503.600098,6364.990234,6349.160156,6447.029785,6449.609863,6453.529785,6447.910156,6306.990234,6310.140137,6316.879883,6476.290039,6474.75,6480.379883,6486.390137,6332.629883,6334.27002,6317.609863,3230550000,3306050000,3393250000,3445190000,4199910000,3781100000,4191240000,,,,,,,,-0.300959,-0.02378,0.086951,0.092745,-2.370506,0.0259,-0.263016,0.888562,0.75258,0.831379,0.838693,3.028331,0.865548,0.509394,,,,,,,
2018-10-26,2018-11-01,1500,6468.439941,6480.839844,6482.660156,6492.350098,6337.040039,6336.990234,6318.140137,6498.290039,6507.410156,6502.279785,6503.600098,6364.990234,6349.160156,6547.140137,6449.609863,6453.529785,6447.910156,6306.990234,6310.140137,6316.879883,6311.830078,6474.75,6480.379883,6486.390137,6332.629883,6334.27002,6317.609863,6377.779785,3306050000,3393250000,3445190000,4199910000,3781100000,4191240000,3789400000,,,,,,,,-0.02378,0.086951,0.092745,-2.370506,0.0259,-0.263016,0.952416,0.75258,0.831379,0.838693,3.028331,0.865548,0.509394,3.724356,,,,,,,
2018-10-27,2018-11-02,1501,6480.839844,6482.660156,6492.350098,6337.040039,6336.990234,6318.140137,6378.919922,6507.410156,6502.279785,6503.600098,6364.990234,6349.160156,6547.140137,6396.859863,6453.529785,6447.910156,6306.990234,6310.140137,6316.879883,6311.830078,6327.379883,6480.379883,6486.390137,6332.629883,6334.27002,6317.609863,6377.779785,6388.439941,3393250000,3445190000,4199910000,3781100000,4191240000,3789400000,4234870000,,,,,,,,0.086951,0.092745,-2.370506,0.0259,-0.263016,0.952416,0.167145,0.831379,0.838693,3.028331,0.865548,0.509394,3.724356,1.089212,,,,,,,
2018-10-28,2018-11-03,1502,6482.660156,6492.350098,6337.040039,6336.990234,6318.140137,6378.919922,6387.240234,6502.279785,6503.600098,6364.990234,6349.160156,6547.140137,6396.859863,6400.069824,6447.910156,6306.990234,6310.140137,6316.879883,6311.830078,6327.379883,6342.370117,6486.390137,6332.629883,6334.27002,6317.609863,6377.779785,6388.439941,6361.259766,3445190000,4199910000,3781100000,4191240000,3789400000,4234870000,3658640000,,,,,,,,0.092745,-2.370506,0.0259,-0.263016,0.952416,0.167145,-0.425459,0.838693,3.028331,0.865548,0.509394,3.724356,1.089212,0.903359,,,,,,,
2018-10-29,2018-11-04,1503,6492.350098,6337.040039,6336.990234,6318.140137,6378.919922,6387.240234,6365.470215,6503.600098,6364.990234,6349.160156,6547.140137,6396.859863,6400.069824,6388.629883,6306.990234,6310.140137,6316.879883,6311.830078,6327.379883,6342.370117,6294.569824,6332.629883,6334.27002,6317.609863,6377.779785,6388.439941,6361.259766,6376.129883,4199910000,3781100000,4191240000,3789400000,4234870000,3658640000,4390020000,,,,,,,,-2.370506,0.0259,-0.263016,0.952416,0.167145,-0.425459,0.233761,3.028331,0.865548,0.509394,3.724356,1.089212,0.903359,1.477661,,,,,,,
2018-10-30,2018-11-05,1504,6337.040039,6336.990234,6318.140137,6378.919922,6387.240234,6365.470215,6363.620117,6364.990234,6349.160156,6547.140137,6396.859863,6400.069824,6388.629883,6480.589844,6310.140137,6316.879883,6311.830078,6327.379883,6342.370117,6294.569824,6363.620117,6334.27002,6317.609863,6377.779785,6388.439941,6361.259766,6376.129883,6419.660156,3781100000,4191240000,3789400000,4234870000,3658640000,4390020000,4174800000,,,,,,,,0.0259,-0.263016,0.952416,0.167145,-0.425459,0.233761,0.682707,0.865548,0.509394,3.724356,1.089212,0.903359,1.477661,1.8381,,,,,,,
2018-10-31,2018-11-06,1505,6336.990234,6318.140137,6378.919922,6387.240234,6365.470215,6363.620117,6433.379883,6349.160156,6547.140137,6396.859863,6400.069824,6388.629883,6480.589844,6463.549805,6316.879883,6311.830078,6327.379883,6342.370117,6294.569824,6363.620117,6408.160156,6317.609863,6377.779785,6388.439941,6361.259766,6376.129883,6419.660156,6461.009766,4191240000,3789400000,4234870000,3658640000,4390020000,4174800000,4700040000,,,,,,,,-0.263016,0.952416,0.167145,-0.425459,0.233761,0.682707,0.644109,0.509394,3.724356,1.089212,0.903359,1.477661,1.8381,0.860973,,,,,,,
